refid	key	variant	status	spawn_count
43874	res_mob_arabia_karmus	0	PROVEN	120
43875	res_mob_arabia_karmus	0	PROVEN	120
43876	res_mob_arabia_firespirit	0	PROVEN	83
43877	res_mob_arabia_firespirit	0	PROVEN	83
43878	res_mob_arabia_firespirit_demon	0	PROVEN	109
43879	res_mob_arabia_firespirit_demon	0	PROVEN	109
43880	res_mob_arabia_togui_toguidoll_dark	0	PROVEN	39
43881	res_mob_arabia_togui_toguidoll_dark	0	PROVEN	39
43882	res_mob_arabia_crab	0	PROVEN	36
43883	res_mob_arabia_whitespider_madness	0	PROVEN	93
43884	res_mob_arabia_whitespider_madness	0	PROVEN	93
43886	res_mob_arabia_whitespider_fallinblood	0	PROVEN	71
43887	res_mob_arabia_whitespider_fallinblood	0	PROVEN	71
43888	res_mob_arabia_flame_witch	0	PROVEN	24
43889	res_mob_arabia_flame_witch	0	PROVEN	24
43891	res_mob_arabia_flame_witch_summoner	0	PROVEN	21
43893	res_mob_arabia_cursefire	0	PROVEN	32
43894	res_mob_arabia_cursefire	0	PROVEN	32
43895	res_mob_arabia_cursefire	0	PROVEN	32
43896	res_mob_arabia_cursefireblood	0	PROVEN	32
43897	res_mob_arabia_cursefireblood	0	PROVEN	32
43900	res_mob_arabia_thief_boss	0	PROVEN	1
43901	res_mob_arabia_mad_general_1	0	PROVEN	1
43901	res_mob_arabia_mad_general_2	1	PROVEN	0
43901	res_mob_arabia_mad_general_3	2	PROVEN	0
43902	res_mob_arabia_mad_general_3_clone	0	PROVEN	7
43903	res_mob_arabia_giant_demon	0	PROVEN	1
43904	res_mob_arabia_mustafa	0	PROVEN	11
43905	res_mob_arabia_karkadann	0	PARTIAL	11
43906	res_mob_arabia_kidemonas	0	PROVEN	11
43907	res_mob_arabia_launatune	0	PROVEN	1
43908	res_mob_arabia_harrison	0	PROVEN	2
43909	res_mob_arabia_geenie	0	PROVEN	1
43910	res_mob_arabia_venefica	0	PROVEN	1
43911	res_mob_arabia_venefica_demon	0	PROVEN	1
43913	res_npc_npc_arabia_malak	0	PROVEN	2
43914	res_npc_npc_arabia_khaled	0	PROVEN	2
5851	res_mob_europe_movoi	0	PROVEN	25
5853	res_mob_europe_edenp	0	PROVEN	83
5855	res_mob_europe_wolf	0	PROVEN	71
5858	res_mob_europe_baroi	0	PROVEN	69
5859	res_mob_europe_bartis	0	PROVEN	14
5862	res_mob_europe_dowb	0	PROVEN	41
5865	res_mob_europe_kyklopess	0	PROVEN	65
5866	res_mob_europe_ladon	0	PROVEN	23
5869	res_mob_europe_lion	0	PROVEN	104
5870	res_mob_europe_siren	0	PROVEN	37
5871	res_mob_europe_kerberos	0	PROVEN	13
5872	res_mob_roc_sealrocky	0	PROVEN	7
5873	res_mob_roc_sealrocky	0	PROVEN	7
5874	res_mob_roc_sealrocky	0	PROVEN	7
5875	res_mob_roc_sealrocky	0	PROVEN	7
5876	res_mob_roc_sealrocky	0	PROVEN	7
5877	res_mob_roc_sealrocky	0	PROVEN	7
5878	res_mob_roc_sealrocky	0	PROVEN	7
5901	res_npc_npc_khotanshop_designer	0	PROVEN	6
5902	res_npc_npc_khotanshop_designer	0	PROVEN	6
5903	res_npc_npc_rocmountainshop_villagechief	0	PROVEN	1
5904	res_npc_npc_rocmountainquest_slave1	0	PROVEN	1
5905	res_npc_npc_rocmountainquest_slave2	0	PROVEN	1
5906	res_npc_npc_rocmountainquest_slave3	0	PROVEN	1
5907	res_npc_npc_rocmountainquest_youngwoman1	0	PROVEN	1
5908	res_npc_npc_rocmountainquest_youngwoman2	0	PROVEN	2
5909	res_npc_npc_rocmountainquest_oldwoman	0	PROVEN	1
5910	res_npc_npc_khotanshop_designer	0	PROVEN	6
5911	res_npc_npc_khotanshop_designer	0	PROVEN	6
5949	res_mob_roc_antelope_qt	0	PROVEN	3
7495	res_npc_npc_easteuropeshop_smith	0	PROVEN	2
7496	res_npc_npc_easteuropeshop_armor	0	PROVEN	1
7497	res_npc_npc_easteuropeshop_potion	0	PROVEN	1
7498	res_npc_npc_easteuropeshop_accessory	0	PROVEN	1
7499	res_npc_npc_easteuropeshop_stable	0	PROVEN	2
7500	res_npc_npc_easteuropeshop_specialproduct	0	PROVEN	3
7501	res_npc_npc_easteuropesystem_merchantunion	0	PROVEN	1
7502	res_npc_npc_easteuropesystem_portmanager	0	PROVEN	3
7503	res_npc_npc_easteuropequest_gravekeeper	0	PROVEN	1
7504	res_npc_npc_easteuropesystem_hunterunion	0	PROVEN	3
7505	res_npc_npc_easteuropequest_witchofsunset	0	PROVEN	1
7507	res_npc_npc_easteuropequest_priest	0	PROVEN	1
7508	res_npc_npc_easteuropequest_adventure	0	PROVEN	1
7509	res_npc_npc_easteuropequest_steward	0	PROVEN	1
7510	res_npc_npc_easteuropequest_chinaslave	0	PROVEN	1
7511	res_npc_npc_easteuropequest_chamberlain	0	PROVEN	1
7512	res_npc_npc_easteuropequest_unionleader_kafros	0	PROVEN	3
7513	res_npc_npc_easteuropequest_unionleader_ubetino	0	PROVEN	1
7514	res_npc_npc_easteuropequest_commander_baltegru	0	PROVEN	1
7515	res_npc_npc_easteuropequest_soldier_besaros	0	PROVEN	1
7516	res_npc_npc_easteuropequest_soldier_kasius	0	PROVEN	1
7517	res_npc_npc_easteuropequest_soldier_kotomo	0	PROVEN	1
7518	res_npc_npc_easteuropequest_soldier_riedo	0	PROVEN	1
7519	res_npc_npc_easteuropequest_soldier_takia	0	PROVEN	1
7520	res_npc_npc_easteuropequest_soldier_alex	0	PROVEN	1
7521	res_npc_npc_easteuropequest_soldier_masimus	0	PROVEN	1
7522	res_npc_npc_easteuropequest_soldier_kartino	0	PROVEN	1
7523	res_npc_npc_easteuropequest_soldier_justia	0	PROVEN	1
7524	res_npc_npc_easteuropesystem_portmanager2	0	PROVEN	1
7525	res_npc_npc_easteuropesystem_guild	0	PROVEN	1
7526	res_npc_npc_easteuropequest_lipria	0	PROVEN	3
7527	res_npc_npc_asiaminor_ferry1	0	PROVEN	1
7528	res_npc_npc_asiaminor_ferry2	0	PROVEN	1
7529	res_npc_npc_asiaminor_flyship	0	PROVEN	1
7530	res_npc_npc_centralasiashop_weapon	0	PROVEN	1
7531	res_npc_npc_centralasiashop_armor	0	PROVEN	1
7532	res_npc_npc_centralasiashop_potion	0	PROVEN	1
7533	res_npc_npc_centralasiashop_accessory	0	PROVEN	1
7534	res_npc_npc_centralasiashop_horse	0	PROVEN	1
7535	res_npc_npc_centralasiashop_special	0	PROVEN	2
7536	res_npc_npc_centralasiashop_merchant	0	PROVEN	1
7537	res_npc_npc_centralasiashop_warehouse	0	PROVEN	1
7538	res_npc_npc_centralasiashop_hunter	0	PROVEN	1
7539	res_npc_npc_centralasiaquest_soldier_ea1	0	PROVEN	1
7540	res_npc_npc_centralasiaquest_soldier_ea2	0	PROVEN	1
7541	res_npc_npc_centralasiaquest_soldier_so1	0	PROVEN	1
7542	res_npc_npc_centralasiaquest_soldier_so2	0	PROVEN	1
7543	res_npc_npc_centralasiaquest_soldier_we1	0	PROVEN	1
7544	res_npc_npc_centralasiaquest_soldier_we2	0	PROVEN	1
7545	res_npc_npc_centralasiasystem_tunnel_no	0	PROVEN	1
7546	res_npc_npc_centralasiasystem_tunnel_so	0	PROVEN	1
7547	res_npc_npc_centralasiasystem_flyship	0	PROVEN	1
7548	res_npc_npc_taklamakansystem_tunnel_no	0	PROVEN	1
7549	res_npc_npc_taklamakansystem_tunnel_so	0	PROVEN	1
7565	res_npc_npc_thiefden_thief_e	0	PROVEN	2
7566	res_npc_npc_thiefden_thief_d	0	PROVEN	3
7567	res_npc_npc_khotanshop_spacialmerchant	0	PROVEN	4
7569	res_npc_npc_khotanshop_spacialmerchant	0	PROVEN	4
9251	res_npc_npc_gacha_machine	0	PROVEN	7
9252	res_npc_npc_westchinashop_herbalistman	0	PROVEN	8
9273	res_npc_npc_westchinaquest_merchant_sword	0	PROVEN	2
9274	res_npc_npc_khotanquest_minister	0	PROVEN	4
